off_id,agribalyse_en,agribalyse_fr
fr:farine-de-ble-bio,"Wheat flour, type 65",Farine de blé tendre ou froment T65
fr:farine-de-ble-bio,"Wheat flour, type 110",Farine de blé tendre ou froment T110
fr:farine-de-ble-bio,"Wheat flour, type 80",Farine de blé tendre ou froment T80
fr:farine-de-ble-bio,"Wheat flour, self-raising",Farine de blé tendre ou froment avec levure incorporée
fr:farine-de-ble-d-epeautre-t110,Spelt flour,Farine d'épeautre (grand épeautre)
fr:farine-de-ble-malte-torrefie,"Wheat flour, type 80",Farine de blé tendre ou froment T80
fr:farine-de-ble-malte-torrefie,"Wheat flour, type 65",Farine de blé tendre ou froment T65
fr:farine-de-ble-malte-torrefie,"Wheat flour, type 110",Farine de blé tendre ou froment T110
fr:farine-de-ble-t80,"Wheat flour, type 80",Farine de blé tendre ou froment T80
fr:farine-de-ble-type-45,"Wheat flour, type 65",Farine de blé tendre ou froment T65
fr:farine-de-ble-type-55,"Wheat flour, type 65",Farine de blé tendre ou froment T65
fr:farine-de-ble-type-65,"Wheat flour, type 65",Farine de blé tendre ou froment T65
fr:farine-de-chataigne,Chestnut flour,Farine de châtaigne
fr:farine-de-petit-epeautre,Spelt flour,Farine d'épeautre (grand épeautre)
en:chickpea-flour,Chick pea flour,Farine de pois chiche
en:white-rice-flour,Rice flour,Farine de riz
en:rye-malt-flour,"Rye flour, type 170",Farine de seigle T170
en:rye-malt-flour,"Rye flour, type 85",Farine de seigle T85
en:rye-malt-flour,"Rye flour, type 130",Farine de seigle T130
en:peppermint-leaves,"Mint, fresh","Menthe, fraîche"
fr:figues-sechees,"Fig, dried","Figue, sèche"
fr:filet-de-cabillaud,"Cod, raw","Cabillaud, cru"
fr:filet-de-porc,"Pork filet mignon, raw","Porc, filet mignon, cru"
fr:filet-de-porc,"Prok, eye of shortloin, raw","Porc, rôti filet avec chaînette, cru"
fr:filet-de-porc,"Pork tenderloin, lean, raw","Porc, filet, maigre, cru"
fr:filet-mignon-de-porc,"Pork filet mignon, raw","Porc, filet mignon, cru"
en:anchovy-filets,"Anchovy, fillets, in oil, semi-preserved, drained","Anchois, filets à l'huile, semi-conserve, égoutté"
fr:flocons-de-pomme-de-terre-rehydrates,"Potato puree, made from flakes, reconstituted with semi-skimmed milk and water, unsalted","Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée"
en:liver,"Liver, lamb, raw","Foie, agneau, cru"
en:lean-duck-liver,"Liver, duck, raw","Foie, canard, cru"
fr:fond-de-veau,"Broth, stock or bouillon, vegetables, dehydrated and reconstituted","Bouillon de légumes, déshydraté reconstitué"
fr:miel-de-sapin-recolte-en-france,Honey,Miel
fr:fromage-au-lait-cru,"Cheese, from goat's milk, from raw milk","Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)"
fr:fromage-au-lait-cru,"Cheese, from goat's milk, fresh, from raw milk","Fromage de chèvre frais, au lait cru (type palet ou crottin frais)"
fr:fromage-au-lait-de-vache-pasteurise,"Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)","Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)"
fr:fromage-au-lait-pasteurise,"Soft-ripened cheese, from goat's milk, from pasteurised milk","Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé"
fr:fromage-au-lait-pasteurise,"Cheese, from goat's milk, fresh, from pasteurised milk","Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)"
fr:fromage-au-lait-pasteurise,"Cheese, from goat's milk, fresh","Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)"
fr:fromage-au-lait-pasteurise,"Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)","Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)"
fr:fromage-au-lait-pasteurise,"Cheese, from goat's milk, from pasteurised milk","Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)"
fr:fromage-blanc-frais,"Fresh cream cheese, plain, creamy, around 8% fat","Fromage blanc nature, gourmand, 8% MG environ"
fr:fromage-blanc-frais,"Fresh cream cheese, plain, around 3% fat","Fromage blanc nature, 3% MG environ"
fr:fromage-blanc-frais,"Petit-Suisse, fresh cream cheese type, plain, fat free","Fromage frais type petit suisse, nature, 0% MG"
fr:fromage-blanc-frais,"Petit-Suisse like fresh cream cheese, plain, around 9% fat","Fromage frais type petit suisse, nature, 10% MG environ"
fr:fromage-blanc-frais,"Petit-Suisse, fresh cream cheese type, plain, around 4% fat","Fromage frais type petit suisse, nature, 4% MG environ"
fr:fromage-de-chevre-au-lait-pasteurise,"Soft-ripened cheese, from goat's milk, from pasteurised milk","Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé"
fr:fromage-de-chevre-au-lait-pasteurise,"Cheese, from goat's milk, from raw milk","Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)"
fr:fromage-de-chevre-au-lait-pasteurise,"Cheese, from goat's milk, fresh","Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)"
fr:fromage-de-chevre-au-lait-pasteurise,"Cheese, dry, from goat's milk",Fromage de chèvre sec
fr:fromage-de-chevre-au-lait-pasteurise,"Cheese, from goat's milk, from pasteurised milk","Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)"
fr:fromage-de-chevre-frais,"Cheese, from goat's milk, fresh, from pasteurised milk","Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)"
fr:fromage-de-chevre-frais,"Cheese, from goat's milk, fresh","Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)"
fr:fromage-de-chevre-frais,"Cheese, from goat's milk, fresh, from raw milk","Fromage de chèvre frais, au lait cru (type palet ou crottin frais)"
fr:fructose-de-ble,Fructose,Fructose
fr:galette-de-riz,"Puffed rice textured bread, wholemeal",Galette de riz soufflé complet
fr:gelatine-de-volaille,"Gelatine, dried","Gélatine, sèche"
fr:gelatine-non-porcine,"Gelatine, dried","Gélatine, sèche"
fr:genoise,"Soft cake, plain, sponge cake type",Gâteau moelleux nature type génoise
fr:gorge-de-porc,"Pork, jowl, rindless, raw","Porc, gorge, découennée, crue"
en:caraway-seeds,"Caraway, seed","Carvi, graine"
en:pomegranate-seeds,"Pomegranate, pulp and pips, raw","Grenade, pulpe et pépins, crue"
en:golden-flax-seeds,Flaxseed,"Lin, graine"
en:golden-flax-seeds,"Flaxseed, brown","Lin, brun, graine"
en:corn-kernel,"Sweet corn, canned, drained","Maïs doux, appertisé, égoutté"
fr:grains-de-mais-a-eclater,"Sweet corn, canned, drained","Maïs doux, appertisé, égoutté"
fr:gras-et-couenne-de-porc,"Pork, rind, raw","Porc, couenne, crue"
fr:gruyere-aop,"Gruyere cheese, from cow's milk",Gruyère
en:mung-bean,"Mung bean, sprouted or soy spouts, raw","Haricot mungo germé ou pousse de ""soja"", cru"
en:mung-bean,"Mung bean, sprouted or soy spouts, canned, drained","Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté"
en:mung-bean,"Beans, mung, mature, seeds, dry","Haricot mungo, sec"
en:mung-bean,"Mung bean, cooked","Haricot mungo, cuit"
en:green-bean,"French bean by plane, raw","Haricot vert importé par avion, cru"
fr:haricots-verts-extra-fins,"French bean by plane, raw","Haricot vert importé par avion, cru"
fr:haricots-verts-tres-fins,"French bean by plane, raw","Haricot vert importé par avion, cru"
fr:haricots-verts-tres-fins-issus-de-l-agriculture-biologique,"French bean by plane, raw","Haricot vert importé par avion, cru"
fr:haricots-beurre,"Butter bean or yellow bean, raw","Haricot beurre, cru"
fr:haricots-verts-coupes,"French bean by plane, raw","Haricot vert importé par avion, cru"
fr:haut-de-cuisse-de-poulet,"Chicken high leg, meat, raw","Poulet, haut de cuisse, viande, cru"
fr:huile-d-olive-extra,"Olive oil, extra virgin",Huile d'olive vierge extra
fr:huile-de-colza-non-hydrogenee,Rapeseed oil,Huile de colza
fr:huile-de-colza-raffinee,Rapeseed oil,Huile de colza
fr:huile-de-colza-totalement-hydrogenee,Rapeseed oil,Huile de colza
fr:huile-de-colza-vierge,Rapeseed oil,Huile de colza
fr:huile-de-soja-entierement-raffinee,Soy oil,Huile de soja
fr:huile-de-tournesol-oleique-desodorisee,Sunflower oil,Huile de tournesol
fr:huile-de-tournesol-vierge,Sunflower oil,Huile de tournesol
fr:huile-vierge-de-sesame,Sesame oil,Huile de sésame
fr:huiles-vegetales-de-tournesol-et-de-colza,Rapeseed oil,Huile de colza
fr:huiles-vegetales-de-tournesol-et-de-colza,Sunflower oil,Huile de tournesol
fr:ile-flottante-sur-lit-de-creme-anglaise,"Floating island (meringue poached in milk and served in a light custard cream), refrigerated","Ile flottante, rayon frais"
fr:jambon-cru-fume,"Cured ham, raw, smoked","Jambon cru, fumé"
fr:jambon-cuit-choix,"Cooked ham, choice","Jambon cuit, choix"
fr:jambon-cuit-choix,"Cooked ham, choice, w rind","Jambon cuit, choix, avec couenne"
fr:jambon-cuit-choix,"Cooked ham, choice, rind less and fatless","Jambon cuit, choix, découenné dégraissé"
fr:jambon-cuit-choix-fume,"Cooked ham, choice","Jambon cuit, choix"
fr:jambon-cuit-choix-fume,"Cooked ham, smoked","Jambon cuit, fumé"
fr:jambon-cuit-choix-fume,"Cooked ham, choice, w rind","Jambon cuit, choix, avec couenne"
fr:jambon-cuit-de-qualite-superieure-avec-couenne-jambon-de-porc,"Cooked ham, superior quality, with rind","Jambon cuit, supérieur, avec couenne"
fr:jambon-cuit-standard,"Cooked ham, smoked","Jambon cuit, fumé"
fr:jambon-de-dinde-cuit-standard-gout-fume,"Turkey cooked ham, in slices",Jambon de dinde ou Blanc de dinde en tranche
fr:jambon-de-porc-frais,"Pork, round steak, raw","Porc, rouelle de jambon, crue"
fr:jambon-de-porc-frais,"Pork ham, intended to be cooked or pork ham, intended to be roast/bake",Jambon de porc à cuire ou Jambon à rôtir/cuire au four
fr:jambon-de-porc-frais,"Pork, way leg, without rind, fat and bone, raw","Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru"
fr:jambon-de-porc-francais,"Cooked ham, superior quality, with rind","Jambon cuit, supérieur, avec couenne"
fr:jambon-de-porc-francais,"Cooked ham, superior quality, rind less","Jambon cuit, supérieur, découenné"
fr:jambon-de-porc-francais,"Cooked ham, superior quality, rind less and fatless","Jambon cuit, supérieur, découenné dégraissé"
fr:jambon-de-porc-francais,"Pork, way leg, without rind, fat and bone, raw","Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru"
fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,"Cooked ham, superior quality, with rind","Jambon cuit, supérieur, avec couenne"
fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,"Cooked ham, superior quality, rind less","Jambon cuit, supérieur, découenné"
fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,"Cooked ham, superior quality, rind less and fatless","Jambon cuit, supérieur, découenné dégraissé"
fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,"Pork, way leg, without rind, fat and bone, raw","Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru"
fr:jarret-avant-de-porc,"Pork, knuckle or shank, raw","Porc, jarret, cru"
fr:jarret-de-porc,"Pork, knuckle or shank, raw","Porc, jarret, cru"
fr:jeunes-pousses-de-laitue-rouge,"Lettuce, raw","Laitue, crue"
fr:jeunes-pousses-de-laitue-verte,"Lettuce, raw","Laitue, crue"
fr:jus-d-orange-dont-pulpe,"Orange juice, home-made","Jus d'orange, maison"
fr:jus-d-orange-sans-pulpe,"Orange juice, home-made","Jus d'orange, maison"
fr:lait-cru-entier,"Milk, whole, UHT","Lait entier, UHT"
fr:lait-cru-entier,"Milk, whole, pasteurised","Lait entier, pasteurisé"
fr:lait-de-brebis-thermise,"Sheep milk, whole","Lait de brebis, entier"
fr:lait-de-coco-reconstitue,Coconut milk or coconut cream,Lait de coco ou Crème de coco
fr:lait-de-montagne-demi-ecreme-sterilise-uht,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
fr:lait-de-montagne-entier-sterilise-uht,"Milk, whole, UHT","Lait entier, UHT"
fr:lait-demi-ecreme-sterilise-uht-biologique,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
fr:lait-demi-ecreme-uht,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
fr:lait-ecreme-a-base-de-poudre-de-lait,"Milk, skimmed, UHT","Lait écrémé, UHT"
fr:lait-ecreme-caille,"Milk, skimmed, pasteurised","Lait écrémé, pasteurisé"
fr:lait-ecreme-caille,"Milk, skimmed, UHT","Lait écrémé, UHT"
fr:lait-ecreme-en-poudre-reconstitue,"Milk, skimmed, UHT","Lait écrémé, UHT"
fr:lait-ecreme-reconstitue,"Milk, skimmed, UHT","Lait écrémé, UHT"
fr:lait-en-poudre-demi-ecreme,"Milk, powder, semi-skimmed","Lait en poudre, demi-écrémé"
fr:lait-en-poudre-enrichi-en-matiere-grasse,"Milk, powder, whole","Lait en poudre, entier"
fr:lait-entier-de-brebis,"Sheep milk, whole","Lait de brebis, entier"
fr:lait-entier-en-poudre-reconstitue,"Milk, whole, UHT","Lait entier, UHT"
fr:lait-entier-standardise,"Milk, whole, UHT","Lait entier, UHT"
fr:lait-entier-standardise,"Milk, whole, pasteurised","Lait entier, pasteurisé"
fr:lait-frais-de-montagne-entier-pasteurise,"Milk, whole, pasteurised","Lait entier, pasteurisé"
fr:lait-frais-demi-ecreme-microfiltre-issu-de-l-agriculture-biologique,"Milk, semi-skimmed, pasteurised","Lait demi-écrémé, pasteurisé"
fr:lait-frais-entier-microfiltre,"Milk, whole, pasteurised","Lait entier, pasteurisé"
fr:lait-frais-entier-pasteurise,"Milk, whole, pasteurised","Lait entier, pasteurisé"
fr:lait-maigre-en-poudre,"Milk, powder, skimmed","Lait en poudre, écrémé"
fr:lait-origine-france-en-poudre-ecreme,"Milk, powder, skimmed","Lait en poudre, écrémé"
fr:lait-pasteurise-entier-pasteurisation-haute,"Milk, whole, pasteurised","Lait entier, pasteurisé"
fr:legumes-verts,"Spring vegetables, frozen, raw (French beans, carrots, potatoes, green peas, onions)","Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)"
fr:lentilles-blondes,"Lentil, blond, dried","Lentille blonde, sèche"
en:nutritional-yeast,Nutritional yeast,Levure alimentaire
fr:limande,"Lemon sole, raw","Limande-sole, crue"
fr:limande,"Common dab, raw","Limande, crue"
fr:lin-brun-et-lin-jaune,Flaxseed,"Lin, graine"
fr:lin-brun-et-lin-jaune,"Flaxseed, brown","Lin, brun, graine"
fr:lin-jaune,Flaxseed,"Lin, graine"
fr:lingue,"Ling, raw","Julienne ou Lingue, crue"
fr:lingue,"Blue ling, raw","Lingue bleue ou Lingue, crue"
en:pork-loin,"Pork loin, raw","Porc, longe, crue"
fr:longe-de-porc-traitee-en-salaison,"Pork loin, raw","Porc, longe, crue"
fr:longe-de-porc-traitee-en-salaison,"Pork loin, cooked","Porc, longe, cuite"
fr:loup,"American bass, raw","Bar rayé ou bar d'Amérique, cru"
fr:loup,"Mediterranean bass, raw, wild","Bar commun ou loup (Méditerranée), cru, sauvage"
fr:loup,"Atlantic bass, raw","Bar ou loup de l'Atlantique, cru"
fr:loup,"Mediterranean bass, raw, farmed","Bar commun ou loup (Méditerranée), cru, élevage"
fr:loup,Spotted wolffish,"Loup tacheté, cru"
fr:loup,"European bass, raw","Bar commun ou loup, cru, sans précision"
fr:maasdam-rape,"Firm cheese, around 27% fat, Maasdam-type cheese",Fromage à pâte ferme environ 27% MG type Maasdam
en:duck-breast,"Duck, breast fillet","Canard, magret, cru"
fr:maigre-de-porc,"Pork, 90/10 trimming, raw","Porc, maigre 90/10, cru"
fr:maigre-de-porc,"Pork, 80/20 trimming, raw","Porc, maigre 80/20, cru"
fr:maigre-de-porc,"Pork tenderloin, lean, raw","Porc, filet, maigre, cru"
fr:maigre-de-tete-de-porc,"Pork, 80/20 trimming, raw","Porc, maigre 80/20, cru"
fr:maigre-de-tete-de-porc,"Pork, 90/10 trimming, raw","Porc, maigre 90/10, cru"
fr:maigre-et-gras-de-porc,"Pork, 80/20 trimming, raw","Porc, maigre 80/20, cru"
fr:maigre-et-gras-de-porc,"Pork, 90/10 trimming, raw","Porc, maigre 90/10, cru"
fr:mais-doux-en-grains,"Sweet corn, canned, drained","Maïs doux, appertisé, égoutté"
fr:mais-doux-en-grains-sans-ogm,"Sweet corn, canned, drained","Maïs doux, appertisé, égoutté"
fr:manchons-de-poulet,"Chicken, marinated wing, roasted/baked","Poulet, manchons marinés, rôtis/cuits au four"
fr:mangue-importee-en-avion,"Mango by plane, pulp, raw","Mangue importée par avion, pulpe, crue"
fr:mangue-importee-en-bateau,"Mango by plane, pulp, raw","Mangue importée par avion, pulpe, crue"
fr:margarine-vegetale-non-hydrogenee,"Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted","Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux"
fr:margarine-vegetale-non-hydrogenee,"Vegetable fat (margarine type), 70% fat, unsalted","Matière grasse végétale (type margarine) à 70% MG, doux"
fr:margarine-vegetale-non-hydrogenee,"Vegetable fat (margarine type), 80% fat, unsalted","Matière grasse végétale ou margarine, 80% MG, doux"
fr:margarine-vegetale-non-hydrogenee,"Vegetable fat (margarine type), 60% fat, unsalted, sunflowerseed","Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux"
fr:margarine-vegetale-non-hydrogenee,"Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted","Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux"
fr:marron,"Chestnut, canned","Châtaigne ou Marron, appertisé"
fr:mayonnaise-allegee-en-matiere-grasse,"Mayonnaise, reduced fat or light mayonnaise",Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée
en:vegetable-blend,"Mixed vegetables, frozen, raw","Légumes, mélange surgelé, crus"
en:vegetable-blend,"Vegetables (3-4 types), mashed","Légumes (3-4 sortes en mélange), purée"
en:cane-sugar-molasses,Cane molasses,Mélasse de canne
fr:menthe-bio,"Mint, fresh","Menthe, fraîche"
fr:menthe-douce,"Mint, fresh","Menthe, fraîche"
fr:meringue,Meringue,Meringue
fr:merlu,"Pollack, raw","Lieu jaune ou colin, cru"
fr:merlu,"Saithe, frozen, raw","Lieu noir, surgelé, cru"
fr:merlu,"Grenadier, from any fishing spot, raw","Hoki, tout lieu de pêche, cru"
fr:merlu,"Saithe, raw","Lieu noir, cru"
fr:merlu,"Alaska pollock, raw","Lieu ou colin d'Alaska, cru"
fr:miel-baies-roses,Honey,Miel
fr:miel-cremeux,Honey,Miel
fr:miel-cremeux-bio,Honey,Miel
fr:miel-d-acacia-des-forets-preservees-d-europe,Honey,Miel
fr:miel-d-oranger-biologique,Honey,Miel
fr:miel-d-oranger-d-espagne,Honey,Miel
fr:miel-de-bourdaine,Honey,Miel
fr:miel-de-bruyere,Honey,Miel
fr:miel-de-bruyere-blanche,Honey,Miel
fr:miel-de-campagne,Honey,Miel
fr:miel-de-carotte-recolte-dans-le-gatinais,Honey,Miel
fr:miel-de-carotte-sauvage,Honey,Miel
fr:miel-de-chataignier,Honey,Miel
fr:miel-de-chataignier-biologique,Honey,Miel
fr:miel-de-chataignier-origine-france,Honey,Miel
fr:miel-de-citronnier,Honey,Miel
fr:miel-de-citronnier-biologique,Honey,Miel
fr:miel-de-citronnier-d-espagne,Honey,Miel
fr:miel-de-fleurs-biologique-origine-espagne,Honey,Miel
fr:miel-de-fleurs-de-france,Honey,Miel
fr:miel-de-foret-d-italie,Honey,Miel
fr:miel-de-foret-de-france,Honey,Miel
fr:miel-de-framboisier-issu-de-l-agriculture-biologique,Honey,Miel
fr:miel-de-garrigue,Honey,Miel
fr:miel-de-lavande-origine-france,Honey,Miel
fr:miel-de-litchi,Honey,Miel
fr:miel-de-luzerne,Honey,Miel
fr:miel-de-mandarinier,Honey,Miel
fr:miel-de-maquis-de-printemps,Honey,Miel
fr:miel-de-montagne-d-espagne,Honey,Miel
fr:miel-de-montagne-de-france,Honey,Miel
fr:miel-de-montagne-du-chili,Honey,Miel
en:rosemary-honey,Honey,Miel
fr:miel-de-romarin-bio,Honey,Miel
fr:miel-de-romarin-du-languedoc,Honey,Miel
fr:miel-de-ronce,Honey,Miel
fr:miel-de-sapin,Honey,Miel
fr:miel-de-sarrasin-recolte-dans-le-loiret,Honey,Miel
fr:miel-de-thym-d-espagne,Honey,Miel
en:linden-honey,Honey,Miel
fr:miel-de-tilleul-de-picardie,Honey,Miel
en:clover-honey,Honey,Miel
fr:miel-du-gatinais,Honey,Miel
fr:miel-et-propolis-verte,Honey,Miel
fr:miel-italien-d-acacia,Honey,Miel
fr:miel-non-pasteurise,Honey,Miel
fr:miel-pasteurise,Honey,Miel
fr:miel-toutes-fleurs,Honey,Miel
fr:mimolette,"Mimolette cheese, from cow's milk","Mimolette, sans précision"
fr:mimolette,"Mimolette cheese, extra old, from cow's milk",Mimolette extra-vieille
fr:mimolette,"Mimolette cheese, young, from cow's milk",Mimolette jeune
fr:mimolette,"Mimolette cheese, old, from cow's milk",Mimolette vieille
fr:mimolette,"Mimolette cheese, half-old, from cow's milk",Mimolette demi-vieille
en:strawberry-pieces,"Strawberry in season, raw","Fraise de saison, crue"
fr:moutarde-a-l-ancienne,"Mustard, with grains",Moutarde à l'ancienne
en:dijon-mustard,Mustard,Moutarde
fr:moutarde-forte,Mustard,Moutarde
fr:moutarde-forte-de-dijon,Mustard,Moutarde
fr:mozzarella-rapee,"Mozzarella cheese, from cow's milk",Mozzarella au lait de vache
fr:mulet,"Mullet, raw","Mulet, cru"
en:desiccated-coconut,"Coconut, kernel, dried","Noix de coco, amande, sèche"
fr:noix-de-jambon-de-porc,"Pork ham, intended to be cooked or pork ham, intended to be roast/bake",Jambon de porc à cuire ou Jambon à rôtir/cuire au four
fr:noix-de-jambon-de-porc,"Cooked ham, superior quality, rind less and fatless","Jambon cuit, supérieur, découenné dégraissé"
fr:noix-de-jambon-de-porc,"Pork, round steak, raw","Porc, rouelle de jambon, crue"
fr:oignon-et-ail-en-poudre,"Garlic, powder, dried","Ail séché, poudre"
fr:olives-farcies,"Olive, green, stuffed (anchovy, sweet peppers, etc…)","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)"
fr:pain-au-chocolat,"Chocolate croissant, prepacked","Pain au chocolat, préemballé"
fr:pain-au-chocolat,"Chocolate croissant, puff pastry, from bakery","Pain au chocolat feuilleté, artisanal"
fr:pain-de-mie-au-ble-malte,"Sandwich loaf, bran grain","Pain de mie, au son"
fr:pain-de-mie-au-son-de-ble,"Sandwich loaf, bran grain","Pain de mie, au son"
fr:pain-de-mie-aux-cereales,"Sandwich loaf, multigrain","Pain de mie, multicéréale"
fr:pain-de-mie-complet,"Sandwich loaf, wholemeal","Pain de mie, complet"
fr:pain-special-de-campagne,"Country-style bread, French bread (baguette or ball)","Pain, baguette ou boule, de campagne"
fr:pain-special-de-campagne,"Country-style bread, home-made (with flour for bread making machine)",Pain de campagne maison (avec farine pour machine à pain)
fr:palette-de-porc,"Pork, shoulder upper half, without rind, fat and bone, raw","Porc, palette, découennée, dégraisssée, désossée, crue"
fr:paprika-doux,Paprika,Paprika
fr:pate-crue,"Puff pastry, raw","Pâte feuilletée, matière grasse végétale, crue"
fr:pate-crue,"Short crust pastry, pure butter, raw","Pâte brisée, pur beurre, crue"
fr:pate-crue,"Pizza base, raw",Pâte à pizza crue
fr:pate-crue,"Puff pastry, pure butter, raw","Pâte feuilletée pur beurre, crue"
fr:pate-crue,"Short crust pastry, raw","Pâte brisée, crue"
fr:pate-crue,"Thin-crust pizza shell, raw","Pâte à pizza fine, crue"
fr:pate-crue,"Shortbread dough, pure butter, raw","Pâte sablée pur beurre, crue"
fr:pate-crue,"Shortbread dough, raw","Pâte sablée, crue"
fr:pate-d-amande,"Almond paste or marzipan, prepacked","Pâte d'amande, préemballée"
fr:pate-feuilletee,"Puff pastry, pure butter, raw","Pâte feuilletée pur beurre, crue"
fr:pate-feuilletee,"Puff pastry, raw","Pâte feuilletée, matière grasse végétale, crue"
fr:pates-fraiches-aux-oeufs,"Fresh egg pasta, raw","Pâtes fraîches, aux œufs, crues"
fr:pepites-de-chocolat-au-lait,Milk chocolate bar,"Chocolat au lait, tablette"
fr:petits-pois-doux,"Garden peas, raw","Petits pois, crus"
fr:petits-pois-doux-extra-fins,"Garden peas, raw","Petits pois, crus"
fr:petits-pois-extra-fins,"Garden peas, raw","Petits pois, crus"
fr:petits-pois-fins,"Garden peas, raw","Petits pois, crus"
fr:petits-pois-tres-fins,"Garden peas, raw","Petits pois, crus"
fr:poire-williams-demi-fruits,"Pear, peeled, raw","Poire, pulpe, crue"
fr:poire-williams-demi-fruits,"Pear, pulp and peel, raw","Poire, pulpe et peau, crue"
en:cooked-chickpeas,"Chick pea, cooked","Pois chiche, cuit"
fr:pois-chiches-precuits,"Chick pea, cooked","Pois chiche, cuit"
fr:poitrine-de-porc-fumee,"Pork belly, smoked, raw","Poitrine de porc, fumée, crue"
en:grey-pepper,"Grey pepper, powder","Poivre gris, poudre"
en:pink-pepper,"Grey pepper, powder","Poivre gris, poudre"
en:precooked-potato,"Potato, sautéed/pan-fried","Pomme de terre, sautée/poêlée"
fr:pommes-de-terre-prefrites,"Potato, sautéed/pan-fried","Pomme de terre, sautée/poêlée"
fr:poudres-de-lait-ecreme-et-entier,"Milk, powder, semi-skimmed","Lait en poudre, demi-écrémé"
fr:poudres-de-lait-ecreme-et-entier,"Milk, powder, whole","Lait en poudre, entier"
fr:poulet-fermier,"Chicken, free-range, meat and skin, raw","Poulet fermier, viande et peau, cru"
fr:poulet-roti,"Chicken, wing, meat and skin, roasted/baked","Poulet, aile, viande et peau, rôti/cuit au four"
fr:poulet-roti,"Chicken leg, meat, roasted/baked","Poulet, cuisse, viande, rôti/cuit au four"
fr:poulet-roti,"Chicken, breast, meat and skin, roasted/baked","Poulet, poitrine, viande et peau, rôti/cuit au four"
fr:poulet-roti,"Chicken, meat and skin, roasted/baked","Poulet, viande et peau, rôti/cuit au four"
fr:poulet-roti-traite-en-salaison,"Chicken, meat and skin, roasted/baked","Poulet, viande et peau, rôti/cuit au four"
fr:pousses-de-haricot-mungo,"Mung bean, sprouted or soy spouts, raw","Haricot mungo germé ou pousse de ""soja"", cru"
fr:preparation-a-base-de-surimi,"Surimi, on sticks, in slices or grated, crab flavour","Surimi, bâtonnets, tranche ou râpé saveur crabe"
fr:preparation-viande-hachee-de-boeuf,"Burger, beef based, 15% fat, raw","Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru"
fr:produit-a-base-de-viande-de-poulet,"Chicken, meat, raw","Poulet, viande, crue"
fr:pulpe-de-pomme,"Apple, pulp, raw","Pomme, pulpe, crue"
fr:pulpe-de-saumon-fume,"Salmon, smoked",Saumon fumé
fr:puree-de-fruits,"Fruits puree, without sugar added","Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés"""
fr:puree-de-kiwi,"Kiwi fruit, pulp and seeds, raw","Kiwi, pulpe et graines, cru"
fr:puree-de-tomate-mi-reduite,"Tomato coulis, canned (tomato puree semi-reduced 11%)","Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)"
fr:puree-de-tomates-mi-reduite-reconstituee,"Tomato coulis, canned (tomato puree semi-reduced 11%)","Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)"
